"Title","Other titles","BL record ID","Type of resource","Content type","Material type","BNB number","ISBN","ISSN","Name","Dates associated with name","Type of name","Role","All names","Series title","Number within series","Country of publication","Place of publication","Publisher","Date of publication","Edition","Physical description","Dewey classification","BL shelfmark","Topics","Genre","Languages","Notes"
"Warum Nabokov Harry Potter gemocht hätte","","008705773","Monograph","Language material ; Text","Volume","","9783827004543","","Maar, Michael","","person","","Maar, Michael [person]","","","Germany","Berlin","","2002","","185 pages, 21 cm","","YA.2003.a.41032","Rowling, J. K.--Criticism and interpretation ; Potter, Harry, (Fictitious character)","","German",""
"Warum Nabokov Harry Potter gemocht hätte","","012940672","Monograph","Language material ; Text","Volume","","9783833300370","","Maar, Michael","","person","","Maar, Michael [person]","","","Germany","Berlin","Berliner Taschenbuch","2003","","199 pages, 19 cm","","YF.2004.a.17816","Magic in literature ; Potter, Harry, (Fictitious character) ; Wizards in literature ; Rowling, J. K.--Characters--Harry Potter ; Children's stories, English--History and criticism ; Rowling, J. K.--Criticism and interpretation ; Fantasy fiction, English--History and criticism","","German",""
"Wege ins Wunderland : von Peter Pan bis Harry Potter","","013568902","Monograph","Language material ; Text","Volume","","9783939367000","","Günther, Wolfgang","","person","","Günther, Wolfgang [person]","","","Germany","Frankfurt","M. Gold","2006","","384 pages, 21 cm","","YF.2007.a.37571","Children's literature, English--Germany--History and criticism ; Fantasy literature, English--Germany--History and criticism","","German",""
"What does the Bible say about...Harry Potter : themes of magic, adolescence, ambition, good and evil","","011801794","Monograph","Language material ; Text","Volume","GBA248361","9781859995785","","","","","","Pollard, Nick [person] ; Scripture Union [organisation]","Connect Bible studies","","England","Bletchley","Scripture Union","2001","","24 pages, 30 cm","","YK.2002.b.5095","Potter, Harry, (Fictitious character) ; Bible--Study and teaching ; Children--Religious life","","English","Cover title"
"What role need law play in a society with magic?","Agents of the good, servants of evil : Harry Potter and the law of agency ; Bots and gemots : Anglo-Saxon legal references in Harry Potter ; Economic growth in the Potterian economy ; Gringotts : the role of banks in Harry Potter's wizarding world ; Harry Potter and the curse of difference ; Harry Potter and the development of moral judgment in children ; Harry Potter and the half-crazed bureaucracy ; Harry Potter and the image of God : how house-elves can help us to understand the dignity of the person ; Harry Potter and the unforgivable curses ; Harry Potter as client in a lawsuit : utilizing the archetypal hero's journey as part of case strategy ; Harry Potter goes to law school ; Hogwarts, the family, and the state : forging identity and virtue in Harry Potter ; Moral choice, wizardry, law, and liberty : a classical liberal reading of the role of law in the Harry Potter series ; Professor Dumbledore's wisdom and advice ; Punishment in the Harry Potter novels ; Sirius Black : a case study in actual innocence ; The law and Harry Potter ; When Harry met Martin : imagination, imagery, and the color line ; Which spell : learning to think like a wizard ; Who wants to be a muggle? : the diminished legitimacy of law as magic ; magic of money and banking ; persecution of Tom Riddle : a study in human rights law","015503223","Monograph","Language material ; Text","Volume","","9781594606458","","","","","","Snyder, Franklin G. [person] ; Thomas, Jeffrey E., 1959- [person]","","","United States of America","Durham, North Carolina","Carolina Academic Press","2010","","viii, 414 pages, illustrations, 23 cm","823.914","m10/.14707","Magic in literature ; Potter, Harry, (Fictitious character) ; Wizards in literature ; Law in literature ; Rowling, J. K.--Criticism and interpretation ; Rowling, J. K.--Characters--Harry Potter","","English",""
"What will happen in Harry Potter 7","Mugglenet.com's What will happen in Harry Potter 7 : who lives, who dies, who falls in love, and how will the adventure finally end?","013590260","Monograph","Language material ; Text","Volume","GBA692476","9781569755839","","Schoen, Ben","","person","","MuggleNet.com [organisation] ; Schoen, Ben [person]","","","England ; United States of America","Berkeley, California ; Enfield","Ulysses","2006","","214 pages, 21 cm","828.9207","YK.2008.a.14971","Children's stories--Forecasting--Juvenile literature ; Potter, Harry, (Fictitious character)--Juvenile literature","Children's literature","English",""
"When Harry met Martin : imagination, imagery, and the color line","Agents of the good, servants of evil : Harry Potter and the law of agency ; Bots and gemots : Anglo-Saxon legal references in Harry Potter ; Economic growth in the Potterian economy ; Gringotts : the role of banks in Harry Potter's wizarding world ; Harry Potter and the curse of difference ; Harry Potter and the development of moral judgment in children ; Harry Potter and the half-crazed bureaucracy ; Harry Potter and the image of God : how house-elves can help us to understand the dignity of the person ; Harry Potter and the unforgivable curses ; Harry Potter as client in a lawsuit : utilizing the archetypal hero's journey as part of case strategy ; Harry Potter goes to law school ; Hogwarts, the family, and the state : forging identity and virtue in Harry Potter ; Moral choice, wizardry, law, and liberty : a classical liberal reading of the role of law in the Harry Potter series ; Professor Dumbledore's wisdom and advice ; Punishment in the Harry Potter novels ; Sirius Black : a case study in actual innocence ; The law and Harry Potter ; What role need law play in a society with magic? ; Which spell : learning to think like a wizard ; Who wants to be a muggle? : the diminished legitimacy of law as magic ; magic of money and banking ; persecution of Tom Riddle : a study in human rights law","015503223","Monograph","Language material ; Text","Volume","","9781594606458","","","","","","Snyder, Franklin G. [person] ; Thomas, Jeffrey E., 1959- [person]","","","United States of America","Durham, North Carolina","Carolina Academic Press","2010","","viii, 414 pages, illustrations, 23 cm","823.914","m10/.14707","Magic in literature ; Potter, Harry, (Fictitious character) ; Wizards in literature ; Law in literature ; Rowling, J. K.--Criticism and interpretation ; Rowling, J. K.--Characters--Harry Potter","","English",""
"Which spell : learning to think like a wizard","Agents of the good, servants of evil : Harry Potter and the law of agency ; Bots and gemots : Anglo-Saxon legal references in Harry Potter ; Economic growth in the Potterian economy ; Gringotts : the role of banks in Harry Potter's wizarding world ; Harry Potter and the curse of difference ; Harry Potter and the development of moral judgment in children ; Harry Potter and the half-crazed bureaucracy ; Harry Potter and the image of God : how house-elves can help us to understand the dignity of the person ; Harry Potter and the unforgivable curses ; Harry Potter as client in a lawsuit : utilizing the archetypal hero's journey as part of case strategy ; Harry Potter goes to law school ; Hogwarts, the family, and the state : forging identity and virtue in Harry Potter ; Moral choice, wizardry, law, and liberty : a classical liberal reading of the role of law in the Harry Potter series ; Professor Dumbledore's wisdom and advice ; Punishment in the Harry Potter novels ; Sirius Black : a case study in actual innocence ; The law and Harry Potter ; What role need law play in a society with magic? ; When Harry met Martin : imagination, imagery, and the color line ; Who wants to be a muggle? : the diminished legitimacy of law as magic ; magic of money and banking ; persecution of Tom Riddle : a study in human rights law","015503223","Monograph","Language material ; Text","Volume","","9781594606458","","","","","","Snyder, Franklin G. [person] ; Thomas, Jeffrey E., 1959- [person]","","","United States of America","Durham, North Carolina","Carolina Academic Press","2010","","viii, 414 pages, illustrations, 23 cm","823.914","m10/.14707","Magic in literature ; Potter, Harry, (Fictitious character) ; Wizards in literature ; Law in literature ; Rowling, J. K.--Criticism and interpretation ; Rowling, J. K.--Characters--Harry Potter","","English",""
"Whistlin'","Airs ; Amazonian mood ; Barcelona ; Chanson de la pastoure ; Chanson serbe ; Cinq sets ; Cool flute ; Don Giovanni ; Exercices journaliers ; Flute exam pieces : ABRSM grade 3 : selected from the 2014-2017 syllabus ; Full on ; Harry Potter and the goblet of fire ; Hazelnote crunch ; High five ; Hole in my shoe ; Insouciance ; Menuette mit Trios ; Norwegische Tänze ; Overtures ; Panurge dans l'isle des lanternes ; Plaintive flute ; Progressive flute studies ; Serenades ; St Lucia ; Study ; Symphonies ; Toffee tango ; Tre giorni son che Nina ; Vie parisienne ; Waltzer","016498747","Monograph","Notated music ; Performed music","Audio disc ; Volume","","9781848495067","","Associated Board of the Royal Schools of Music (Great Britain)","","organisation","","Stapleton, Dave, 1979- [person] ; Salter, Lionel [person] ; Sogni, Angela, musician [person] ; Wastall, Peter [person] ; Rae, James [person] ; Luypaerts, Guy-Claude, 1949- [person] ; Demersseman, Jules, 1833-1866 [person] ; McDowall, Cecilia [person] ; Tulou, Jean-Louis, 1786-1865 [person] ; Harris, Paul, 1956- [person] ; Lawrance, Peter [person] ; Shaw, Richard, pianist [person] ; Thomas, Kathryn, 1973- [person] ; Lyons, Graham, 1936- [person] ; Ledbury, Oliver [person] ; Grétry, André-Ernest-Modeste, 1741-1813 [person] ; Adams, Sally, musician [person] ; Doyle, Patrick, 1953- [person] ; Gatti, Giovanni [person] ; Offenbach, Jacques, 1819-1880 [person] ; Mozart, Wolfgang Amadeus, 1756-1791 [person] ; Boyce, William, 1711-1779 [person] ; Burton, Anthony, writer [person] ; Kelly, Bryan [person] ; Gariboldi, G. [person] ; Gordon, David, 1965- [person] ; Telemann, Georg Philipp, 1681-1767 [person] ; Bullard, Alan, 1947- [person] ; Arrieu, Claude, 1903-1990 [person] ; Milford, Robin, 1903-1959 [person] ; Associated Board of the Royal Schools of Music (Great Britain) [organisation] ; Schubert, Franz, 1797-1828 [person] ; Pergolesi, Giovanni Battista, 1710-1736 [person] ; Denley, Ian, musician [person] ; Grieg, Edvard, 1843-1907 [person] ; Stephen, Ros [person]","","","England","London","ABRSM","2013","Score, parts and CD","1 score (13 pages) + 1 part (10 pages), 31 cm + 1 CD","788.32","g.1787.w./2014-2017","Recorded accompaniments (Flute) ; Associated Board of the Royal Schools of Music (Great Britain)--Examinations ; Flute and piano music, Arranged--Scores and parts ; Flute and piano music--Scores and parts ; Flute music ; Flute--Great Britain--Examinations, questions, etc","","","3 pieces are for solo flute; the other 6 have piano accompaniment ; 9 pieces from the Associated Board of the Royal Schools of music examination syllabus for grade 3 flute ; CD contains full demonstration tracks for all 30 pieces on the syllabus and backing tracks for those with piano accompaniment, performed by Kathryn Thomas (flute) and Richard Shaw (piano) ; Cover title ; Includes notes on the pieces by Anthony Burton"
"Who is Harry Potter?","Wie is Harry Potter?. English","017604907","Monograph","Language material ; Text","Volume","GBB5G0133","9781936367696","","Lutters, Frans","1958-","person","author","Mees, Philip, translator [person] ; Lutters, Frans, 1958-, author [person]","","","United States of America","Chatham, New York","Waldorf Publications","2015","","71 pages, black and white illustrations, 22 cm","823.914","YKL.2018.a.11725","Potter, Harry, (Fictitious character) ; Hogwarts School of Witchcraft and Wizardry (Imaginary organization) ; Wizards in literature ; Waldorf method of education ; Rowling, J. K.--Criticism and interpretation ; Archetype (Psychology) in literature","","English","Translated from the Dutch"
"Who wants to be a muggle? : the diminished legitimacy of law as magic","Agents of the good, servants of evil : Harry Potter and the law of agency ; Bots and gemots : Anglo-Saxon legal references in Harry Potter ; Economic growth in the Potterian economy ; Gringotts : the role of banks in Harry Potter's wizarding world ; Harry Potter and the curse of difference ; Harry Potter and the development of moral judgment in children ; Harry Potter and the half-crazed bureaucracy ; Harry Potter and the image of God : how house-elves can help us to understand the dignity of the person ; Harry Potter and the unforgivable curses ; Harry Potter as client in a lawsuit : utilizing the archetypal hero's journey as part of case strategy ; Harry Potter goes to law school ; Hogwarts, the family, and the state : forging identity and virtue in Harry Potter ; Moral choice, wizardry, law, and liberty : a classical liberal reading of the role of law in the Harry Potter series ; Professor Dumbledore's wisdom and advice ; Punishment in the Harry Potter novels ; Sirius Black : a case study in actual innocence ; The law and Harry Potter ; What role need law play in a society with magic? ; When Harry met Martin : imagination, imagery, and the color line ; Which spell : learning to think like a wizard ; magic of money and banking ; persecution of Tom Riddle : a study in human rights law","015503223","Monograph","Language material ; Text","Volume","","9781594606458","","","","","","Snyder, Franklin G. [person] ; Thomas, Jeffrey E., 1959- [person]","","","United States of America","Durham, North Carolina","Carolina Academic Press","2010","","viii, 414 pages, illustrations, 23 cm","823.914","m10/.14707","Magic in literature ; Potter, Harry, (Fictitious character) ; Wizards in literature ; Law in literature ; Rowling, J. K.--Criticism and interpretation ; Rowling, J. K.--Characters--Harry Potter","","English",""
"Wie is Harry Potter?. English","Who is Harry Potter?","017604907","Monograph","Language material ; Text","Volume","GBB5G0133","9781936367696","","Lutters, Frans","1958-","person","author","Mees, Philip, translator [person] ; Lutters, Frans, 1958-, author [person]","","","United States of America","Chatham, New York","Waldorf Publications","2015","","71 pages, black and white illustrations, 22 cm","823.914","YKL.2018.a.11725","Potter, Harry, (Fictitious character) ; Hogwarts School of Witchcraft and Wizardry (Imaginary organization) ; Wizards in literature ; Waldorf method of education ; Rowling, J. K.--Criticism and interpretation ; Archetype (Psychology) in literature","","English","Translated from the Dutch"
"Witches and wizards character handbook","","018932049","Monograph","Cartographic image ; Language material ; Still image ; Text","Sheet ; Volume","GBB8C3988","9781407192369","","Swank, Samantha","","person","author","Swank, Samantha, author [person]","LEGO Harry Potter","","England","London","Scholastic","2018","","1 volume, illustrations, 23 cm + 1 poster","688.725","","LEGO toys--Juvenile literature ; Harry Potter films--Miscellanea--Juvenile literature","Children's literature","English",""
"Witches, wizards, creatures, and more! updated character handbook","","019799193","Monograph","Language material ; Text","Volume","GBC060312","9780702300424","","Swank, Samantha","","person","author","Swank, Samantha, author [person]","LEGO Harry Potter","","England","London","Scholastic","2020","","1 volume, 23 cm","688.725","","LEGO toys--Juvenile literature ; Harry Potter films--Miscellanea--Juvenile literature","Children's literature","English",""
"Wizard! : Harry Potter's brand magic","","013180862","Monograph","Language material ; Text","Volume","GBA534250","9781904879305","","Brown, Stephen","1955 March 23-","person","","Brown, Stephen, 1955 March 23- [person]","Great brand stories","","England","London","Cyan","2005","","191 pages, illustrations, 18 cm","658.827","YK.2008.a.5468 ; m06/.35049","Potter, Harry, (Fictitious character) ; Brand name products--Marketing ; Advertising--Brand name products ; Character merchandising","","English",""
"Wizard's wand and sticker book","","015298480","Monograph","Language material ; Text","Volume","","9780762434268","","","","","","","Harry Potter ; Mega mini kits","","","","Running","2008","","116 pages","","","","","English",""
"Wizarding homes and villages","Harry Potter film vault. Volume 10. Wizarding homes and villages","019810826","Monograph","Cartographic image ; Language material ; Still image ; Text","Sheet ; Volume","GBC071943","9781789094886","","Revenson, Jody","","person","author","Revenson, Jody, author [person]","","","England","London","Titan","2020","","1 volume, illustrations, 28 cm + 1 poster","791.4372","","Harry Potter films","","English",""
"Wizards : a magical history tour from Merlin to Harry Potter","","011020152","Monograph","Language material ; Text","Volume","GBA1W1087","9781842224335","","Dedopulos, Tim","","person","","Dedopulos, Tim [person]","","","England","London","Carlton","2001","","128 pages, illustrations (some colour), 28 cm","398.21","","Wizards","","English",""
"Wizards : the quest for the wizard from Merlin to Gandalf and Harry Potter","","013028967","Monograph","Language material ; Text","Volume","GBA478917","9781841812649","","Matthews, John","1948-","person","","Matthews, John, 1948- [person]","","","England","Alresford","Godsfield","2005","","144 pages, illustrations (some colour), portraits, 23 cm","133.4309","YK.2006.a.16656","Wizards--History ; Wizards in literature","","English","Originally published: 2003"
"Wizards : the quest for the wizard from Merlin to Harry Potter","","010769705","Monograph","Language material ; Text","Volume","GBA370847","9781841811789","","Matthews, John","1948-","person","","Matthews, John, 1948- [person]","","","England","Alresford","Godsfield","2003","","144 pages, illustrations (chiefly colour), facsimiles, portraits, 23 cm","133.430922","YK.2004.a.359","Wizards in literature","","English","bibliography: p. 140-141. - Includes index"
"Wizards versus Muggles","Wizards vs. Muggles : essays on identity and the Harry Potter universe","017709929","Monograph","Language material ; Text","Volume","GBB609601","9780786499304","","","","","","Bell, Christopher E., 1974-, editor [person]","","","United States of America","Jefferson, North Carolina","McFarland","2016","","viii, 236 pages, 23 cm","823.914","YC.2017.a.5544","Rowling, J. K.--Criticism and interpretation ; Children's stories, English--History and criticism ; Identity (Psychology) in literature ; Rowling, J. K.--Characters","","English",""
"Wizards vs. Muggles : essays on identity and the Harry Potter universe","Wizards versus Muggles","017709929","Monograph","Language material ; Text","Volume","GBB609601","9780786499304","","","","","","Bell, Christopher E., 1974-, editor [person]","","","United States of America","Jefferson, North Carolina","McFarland","2016","","viii, 236 pages, 23 cm","823.914","YC.2017.a.5544","Rowling, J. K.--Criticism and interpretation ; Children's stories, English--History and criticism ; Identity (Psychology) in literature ; Rowling, J. K.--Characters","","English",""
"Works","Harry Potter : a magical year : the illustrations of Jim Kay","020280873","Monograph","Language material ; Still image ; Text","Volume","GBC1C5761","9781526640871","","","","","","Rowling, J. K. [person] ; Kay, Jim, illustrator [person]","","","England","London","Bloomsbury","2021","","239 pages, illustrations (black and white and colour), 24 cm","823.92","YKL.2022.a.23056","Hogwarts School of Witchcraft and Wizardry (Imaginary organization)--Pictorial works--Juvenile literature ; Potter, Harry, (Fictitious character)--Pictorial works--Juvenile literature","Children's literature ; Pictorial work","English","'A spellbinding moment for every day from J.K. Rowkling's Harry Potter novels'--Front cover"
"Works. Selections","Creatures : magical film projections","018171060","Monograph","Language material ; Still image ; Text","Volume","GBB703929","9781406376074","","Rowling, J. K.","","person","author","Rowling, J. K., author [person] ; Buoncristiano, Scott, illustrator [person]","J.K. Rowling's wizarding world","","England","London","Walker","2017","","1 volume (unpaged), illustrations (black and white and colour), 20 x 25 cm","791.4375","LC.31.a.21216","Harry Potter films--Pictorial works--Juvenile literature ; Harry Potter films--Juvenile literature ; Rowling, J. K.--Characters--Harry Potter--Juvenile literature","Children's literature ; Pictorial work","English","'An Insight Editions book' ; Spiral bound ; Transparencies inset into pages"
"Works. Selections","Patronus charm : magical film projections","018471744","Monograph","Language material ; Still image ; Text","Volume","GBB8F6417","9781406377019","","Rowling, J. K.","","person","author","Rowling, J. K., author [person] ; Buoncristiano, Scott, illustrator [person]","J.K. Rowling's wizarding world","","England","London","Walker","2017","","1 volume (unpaged), illustrations (black and white and colour), 20 x 25 cm","791.4375","LC.31.a.21649","Harry Potter films--Pictorial works--Juvenile literature ; Harry Potter films--Juvenile literature ; Rowling, J. K.--Characters--Harry Potter--Juvenile literature","Children's literature ; Pictorial work","English","'An Insight Editions book' ; At head of title: Harry Potter ; Spiral bound ; Transparencies inset into pages"
"World of Harry Potter","The complete idiot's guide to the world of Harry Potter","018138732","Monograph","Language material ; Text","Online resource","GBB6K5931","9781429544672 ; 9781429544702 ; 9781440636615","","Stouffer, Tere","","person","","Stouffer, Tere [person]","The complete idiot's guide","","United States of America","New York","Alpha","2008","","1 online resource, illustrations","823.914","ELD.DS.104624","LITERARY CRITICISM--European--English, Irish, Scottish, Welsh ; Rowling, J. K.--Characters--Handbooks, manuals, etc ; Fantasy fiction, English ; Children's stories, English--History and criticism--Handbooks, manuals, etc ; Potter, Harry, (Fictitious character) ; Magic in literature ; Potter, Harry (Fictional character)--Handbooks, manuals, etc ; Wizards in literature ; Wizards in literature--Handbooks, manuals, etc ; Magic in literature--Handbooks, manuals, etc ; Fantasy fiction, English--History and criticism--Handbooks, manuals, etc ; Fantasy fiction--Handbooks, manuals, etc ; Potter, Harry, (Fictitious character)--Handbooks, manuals, etc ; Rowling, J. K.--Characters--Harry Potter--Handbooks, manuals, etc","Criticsm and interpretation ; Handbook or manual","English",""
"Xiao shi de mi shi","Feng huang hui de mi ling ; Ha li . bo te ; Harry Potter and the Half-Blood Prince ; Harry Potter and the Order of the Phoenix ; Harry Potter and the chamber of secrets ; Harry Potter and the deathly hallows ; Harry Potter and the goblet of fire ; Harry Potter and the philosopher's stone ; Harry Potter and the prisoner of Azkaban ; Huo bei de kao yan ; Shen mi de mo fa shi ; zi ka ban de tao fan ; 哈利. 波特 ; 消失的密室 ; 火盃的考驗 ; 神秘的魔法石 ; 阿茲卡班的逃犯 ; 鳳凰會的密令","018113703","Monograph","Language material ; Text","Volume","","9787020036646 ; 9787020103294 ; 9787020103300 ; 9787020103317 ; 9787020103324 ; 9787020103331 ; 9787020103348 ; 9787020103355","","Luolin (Rowling, Joanne Kathleen)","1965-","person","","Luolin (Rowling, Joanne Kathleen), 1965- [person] ; Su, Nong, translator [person] ; Zheng, Xumi, wen xue [person] ; Rowling, J. K. [person] ; 马爱新 [person] ; 郑须弥, 文学 [person] ; 罗林 (Rowling, Joanne Kathleen), 1965- [person] ; Ma, Aixin, translator [person] ; 苏农 [person] ; 马爱农 [person] ; Ma, Ainong, translator [person]","","","China","Bei jing","Ren min wen xue chu ban she ; 人民文学出版社","2014","Di 1 ban ; Ji nian ban ; 第1版 ; 纪念版","7 volumes, black and white illustrations, 24 cm","","CHI.2016.a.92","Magic--Juvenile fiction ; England ; England--Juvenile fiction ; Hogwarts School of Witchcraft and Wizardry (Imaginary organization) ; Schools ; Wizards ; Schools--Juvenile fiction ; Wizards--Juvenile fiction ; Hogwarts School of Witchcraft and Wizardry (Imaginary organization)--Juvenile fiction","Children's fiction ; Fiction","Chinese","Ze ren zhe (Rowling) gui fan han yi xing : luo lin ; 责任者 (Rowling) 规范汉译姓 : 罗林"
"magic of money and banking","Agents of the good, servants of evil : Harry Potter and the law of agency ; Bots and gemots : Anglo-Saxon legal references in Harry Potter ; Economic growth in the Potterian economy ; Gringotts : the role of banks in Harry Potter's wizarding world ; Harry Potter and the curse of difference ; Harry Potter and the development of moral judgment in children ; Harry Potter and the half-crazed bureaucracy ; Harry Potter and the image of God : how house-elves can help us to understand the dignity of the person ; Harry Potter and the unforgivable curses ; Harry Potter as client in a lawsuit : utilizing the archetypal hero's journey as part of case strategy ; Harry Potter goes to law school ; Hogwarts, the family, and the state : forging identity and virtue in Harry Potter ; Moral choice, wizardry, law, and liberty : a classical liberal reading of the role of law in the Harry Potter series ; Professor Dumbledore's wisdom and advice ; Punishment in the Harry Potter novels ; Sirius Black : a case study in actual innocence ; The law and Harry Potter ; What role need law play in a society with magic? ; When Harry met Martin : imagination, imagery, and the color line ; Which spell : learning to think like a wizard ; Who wants to be a muggle? : the diminished legitimacy of law as magic ; persecution of Tom Riddle : a study in human rights law","015503223","Monograph","Language material ; Text","Volume","","9781594606458","","","","","","Snyder, Franklin G. [person] ; Thomas, Jeffrey E., 1959- [person]","","","United States of America","Durham, North Carolina","Carolina Academic Press","2010","","viii, 414 pages, illustrations, 23 cm","823.914","m10/.14707","Magic in literature ; Potter, Harry, (Fictitious character) ; Wizards in literature ; Law in literature ; Rowling, J. K.--Criticism and interpretation ; Rowling, J. K.--Characters--Harry Potter","","English",""
"persecution of Tom Riddle : a study in human rights law","Agents of the good, servants of evil : Harry Potter and the law of agency ; Bots and gemots : Anglo-Saxon legal references in Harry Potter ; Economic growth in the Potterian economy ; Gringotts : the role of banks in Harry Potter's wizarding world ; Harry Potter and the curse of difference ; Harry Potter and the development of moral judgment in children ; Harry Potter and the half-crazed bureaucracy ; Harry Potter and the image of God : how house-elves can help us to understand the dignity of the person ; Harry Potter and the unforgivable curses ; Harry Potter as client in a lawsuit : utilizing the archetypal hero's journey as part of case strategy ; Harry Potter goes to law school ; Hogwarts, the family, and the state : forging identity and virtue in Harry Potter ; Moral choice, wizardry, law, and liberty : a classical liberal reading of the role of law in the Harry Potter series ; Professor Dumbledore's wisdom and advice ; Punishment in the Harry Potter novels ; Sirius Black : a case study in actual innocence ; The law and Harry Potter ; What role need law play in a society with magic? ; When Harry met Martin : imagination, imagery, and the color line ; Which spell : learning to think like a wizard ; Who wants to be a muggle? : the diminished legitimacy of law as magic ; magic of money and banking","015503223","Monograph","Language material ; Text","Volume","","9781594606458","","","","","","Snyder, Franklin G. [person] ; Thomas, Jeffrey E., 1959- [person]","","","United States of America","Durham, North Carolina","Carolina Academic Press","2010","","viii, 414 pages, illustrations, 23 cm","823.914","m10/.14707","Magic in literature ; Potter, Harry, (Fictitious character) ; Wizards in literature ; Law in literature ; Rowling, J. K.--Criticism and interpretation ; Rowling, J. K.--Characters--Harry Potter","","English",""
"zi ka ban de tao fan","Feng huang hui de mi ling ; Ha li . bo te ; Harry Potter and the Half-Blood Prince ; Harry Potter and the Order of the Phoenix ; Harry Potter and the chamber of secrets ; Harry Potter and the deathly hallows ; Harry Potter and the goblet of fire ; Harry Potter and the philosopher's stone ; Harry Potter and the prisoner of Azkaban ; Huo bei de kao yan ; Shen mi de mo fa shi ; Xiao shi de mi shi ; 哈利. 波特 ; 消失的密室 ; 火盃的考驗 ; 神秘的魔法石 ; 阿茲卡班的逃犯 ; 鳳凰會的密令","018113703","Monograph","Language material ; Text","Volume","","9787020036646 ; 9787020103294 ; 9787020103300 ; 9787020103317 ; 9787020103324 ; 9787020103331 ; 9787020103348 ; 9787020103355","","Luolin (Rowling, Joanne Kathleen)","1965-","person","","Luolin (Rowling, Joanne Kathleen), 1965- [person] ; Su, Nong, translator [person] ; Zheng, Xumi, wen xue [person] ; Rowling, J. K. [person] ; 马爱新 [person] ; 郑须弥, 文学 [person] ; 罗林 (Rowling, Joanne Kathleen), 1965- [person] ; Ma, Aixin, translator [person] ; 苏农 [person] ; 马爱农 [person] ; Ma, Ainong, translator [person]","","","China","Bei jing","Ren min wen xue chu ban she ; 人民文学出版社","2014","Di 1 ban ; Ji nian ban ; 第1版 ; 纪念版","7 volumes, black and white illustrations, 24 cm","","CHI.2016.a.92","Magic--Juvenile fiction ; England ; England--Juvenile fiction ; Hogwarts School of Witchcraft and Wizardry (Imaginary organization) ; Schools ; Wizards ; Schools--Juvenile fiction ; Wizards--Juvenile fiction ; Hogwarts School of Witchcraft and Wizardry (Imaginary organization)--Juvenile fiction","Children's fiction ; Fiction","Chinese","Ze ren zhe (Rowling) gui fan han yi xing : luo lin ; 责任者 (Rowling) 规范汉译姓 : 罗林"
"Гаррi Поттер i смертельнi релiквiї","Harri Potter i smertelʹni relikviï ; Harry Potter and the deathly hallows. Ukrainian","018644691","Monograph","Language material ; Text","Volume","","9789667047702","","Rowling, J. K.","","person","author","Rowling, J. K., author [person]","","","Ukraine","Kyïv ; Київ","A-ba-ba-ha-la-ma-ha ; A-бa-тa-гa-гa-мa-гa","2016","","636 pages, cover colour illustrations, 21 cm","","YF.2018.a.5883","Potter, Harry, (Fictitious character)--Juvenile fiction ; Fantasy fiction, English--Translations into Ukrainian ; Rowling, J. K.--Translations into Ukrainian","Children's fiction ; Translations into Ukrainian","Ukrainian",""
"Фантазия и правда 'Кода да Винчи'","Fantazii︠a︡ i pravda 'Koda da Vinchi","014644440","Monograph","Language material ; Text","Volume","","9785170405848 ; 9785946633291","","Kuraev, Andreĭ","","person","","Kuraev, Andreĭ [person] ; Кураев, Андрей [person]","","","Russia","Moskva ; Москва","Zebra E ; Зебра Е","2007","","526 pages, 21 cm","","YF.2008.a.22231","Bulgakov, Mikhail, 1891-1940 ; Potter, Harry, (Fictitious character)--Criticism and interpretation ; Ethics in literature ; Christianity in literature ; Religion and culture ; Bulgakov, Mikhail, 1891-1940--Philosophy ; Brown, Dan, 1964- ; Булгаков, Михаил Афанасьевич, 1891-1940 ; Rowling, J. K.--Characters--Harry Potter ; Apocalyptic literature--History and criticism ; Religion in literature","","Russian",""
"هاري بوتر و حجر الفيلسوف","Harry Potter and the philosopher's stone. Arabic ; Hārī Būtir wa-ḥajar al-faylasūf","018414446","Monograph","Language material ; Text","Volume","","","","Rowling, J. K.","","person","author","Ibrāhīm, Dāliyā Muḥammad, editor [person] ; محمود، سحر جبر،, editor [person] ; Maḥmūd, Saḥar Jabr, editor [person] ; Rowling, J. K., author [person] ; عبد الله، رجاء،, translator [person] ; ابراهيم، دالا محمد،, editor [person] ; ʿAbd Allāh, Rajāʾ, translator [person]","Silsilat Hārī Būtir ; سلسلة هاري بوتر ؛","1 [Silsilat Hārī Būtir] ; 1 [سلسلة هاري بوتر ؛]","Egypt","al-Jīzah ; الجيزة","Dār Nahḍat Miṣr lil-Nashr ; دار نهضة مصر للنشر،","2016","","263 pages, 20 cm","","YP.2017.a.6002","Potter, Harry, (Fictitious character)--Juvenile fiction ; Wizards--Juvenile fiction ; Hogwarts School of Witchcraft and Wizardry (Imaginary organization)--Juvenile fiction","Children's fiction ; Fantasy","Arabic","'HP.'"
